0: red=255, green=255, blue=255, opacity=0
14490: red=255, green=255, blue=255, opacity=0
14491: red=255, green=255, blue=255, opacity=0
14492: red=255, green=255, blue=255, opacity=0
14493: red=255, green=255, blue=255, opacity=0
14494: red=255, green=255, blue=255, opacity=0
14495: red=255, green=255, blue=255, opacity=0
14496: red=255, green=253, blue=253, opacity=0
14497: red=255, green=255, blue=255, opacity=0
14498: red=255, green=255, blue=255, opacity=0
14499: red=255, green=255, blue=255, opacity=0
14500: red=255, green=255, blue=255, opacity=0
14501: red=255, green=255, blue=255, opacity=0
14502: red=255, green=255, blue=255, opacity=0
14503: red=255, green=255, blue=255, opacity=0
14504: red=255, green=255, blue=255, opacity=0
14505: red=254, green=251, blue=250, opacity=0
14506: red=255, green=255, blue=255, opacity=0
14507: red=255, green=255, blue=255, opacity=0
14508: red=255, green=255, blue=255, opacity=0
14509: red=255, green=255, blue=255, opacity=0
14510: red=178, green=184, blue=204, opacity=0
14511: red=20, green=50, blue=125, opacity=0
14512: red=21, green=53, blue=130, opacity=0
14513: red=26, green=53, blue=131, opacity=0
14514: red=16, green=54, blue=136, opacity=0
14515: red=21, green=54, blue=133, opacity=0
14516: red=92, green=97, blue=107, opacity=0
14517: red=109, green=111, blue=103, opacity=0
14518: red=42, green=65, blue=120, opacity=0
14519: red=48, green=61, blue=116, opacity=0
14520: red=63, green=74, blue=113, opacity=0
14521: red=102, green=103, blue=100, opacity=0
14522: red=121, green=120, blue=111, opacity=0
14523: red=117, green=112, blue=112, opacity=0
14524: red=85, green=90, blue=103, opacity=0
14525: red=41, green=59, blue=111, opacity=0
14526: red=28, green=56, blue=125, opacity=0
14527: red=21, green=54, blue=133, opacity=0
14528: red=26, green=53, blue=131, opacity=0
14529: red=16, green=49, blue=133, opacity=0
14530: red=16, green=54, blue=133, opacity=0
14531: red=21, green=54, blue=133, opacity=0
14532: red=21, green=54, blue=133, opacity=0
14533: red=19, green=54, blue=135, opacity=0
14534: red=85, green=90, blue=103, opacity=0
14535: red=167, green=151, blue=86, opacity=0
14536: red=36, green=56, blue=120, opacity=0
14537: red=19, green=54, blue=135, opacity=0
14538: red=18, green=56, blue=136, opacity=0
14539: red=19, green=54, blue=135, opacity=0
14540: red=17, green=53, blue=128, opacity=0
14541: red=18, green=56, blue=132, opacity=0
14542: red=21, green=55, blue=126, opacity=0
14543: red=50, green=77, blue=146, opacity=0
14544: red=79, green=109, blue=173, opacity=0
14545: red=90, green=120, blue=180, opacity=0
14546: red=96, green=116, blue=172, opacity=0
14547: red=90, green=120, blue=180, opacity=0
14548: red=96, green=116, blue=172, opacity=0
14549: red=40, green=73, blue=146, opacity=0
14550: red=89, green=114, blue=169, opacity=0
14551: red=163, green=171, blue=191, opacity=0
14552: red=97, green=122, blue=172, opacity=0
14553: red=152, green=173, blue=209, opacity=0
14554: red=187, green=202, blue=227, opacity=0
14555: red=132, green=155, blue=197, opacity=0
14556: red=57, green=81, blue=142, opacity=0
14557: red=11, green=46, blue=130, opacity=0
14558: red=21, green=54, blue=133, opacity=0
14559: red=84, green=107, blue=165, opacity=0
14560: red=56, green=84, blue=152, opacity=0
14561: red=40, green=73, blue=146, opacity=0
14562: red=74, green=102, blue=165, opacity=0
14563: red=40, green=67, blue=136, opacity=0
14564: red=20, green=50, blue=125, opacity=0
14565: red=21, green=53, blue=130, opacity=0
14566: red=26, green=53, blue=131, opacity=0
14567: red=16, green=54, blue=136, opacity=0
14568: red=56, green=84, blue=152, opacity=0
14569: red=40, green=73, blue=146, opacity=0
14570: red=140, green=154, blue=187, opacity=0
14571: red=89, green=114, blue=169, opacity=0
14572: red=27, green=57, blue=131, opacity=0
14573: red=18, green=56, blue=136, opacity=0
14574: red=16, green=52, blue=132, opacity=0
14575: red=21, green=55, blue=126, opacity=0
14576: red=21, green=53, blue=130, opacity=0
14577: red=77, green=112, blue=177, opacity=0
14578: red=50, green=77, blue=146, opacity=0
14579: red=13, green=49, blue=125, opacity=0
14580: red=21, green=53, blue=130, opacity=0
14581: red=19, green=54, blue=135, opacity=0
14582: red=16, green=54, blue=136, opacity=0
14583: red=19, green=54, blue=135, opacity=0
14584: red=132, green=148, blue=187, opacity=0
14585: red=255, green=255, blue=253, opacity=0
14586: red=252, green=251, blue=253, opacity=0
14587: red=132, green=148, blue=187, opacity=0
14588: red=152, green=173, blue=209, opacity=0
14589: red=187, green=202, blue=227, opacity=0
14590: red=108, green=130, blue=173, opacity=0
14591: red=121, green=142, blue=187, opacity=0
14592: red=226, green=230, blue=238, opacity=0
14593: red=170, green=179, blue=202, opacity=0
14594: red=138, green=150, blue=181, opacity=0
14595: red=230, green=236, blue=243, opacity=0
14596: red=170, green=179, blue=202, opacity=0
14597: red=171, green=186, blue=211, opacity=0
14598: red=230, green=236, blue=243, opacity=0
14599: red=236, green=242, blue=246, opacity=0
14600: red=195, green=201, blue=219, opacity=0
14601: red=198, green=206, blue=226, opacity=0
14602: red=213, green=223, blue=237, opacity=0
14603: red=214, green=218, blue=231, opacity=0
14604: red=105, green=124, blue=172, opacity=0
14605: red=19, green=48, blue=119, opacity=0
14606: red=18, green=54, blue=133, opacity=0
14607: red=28, green=56, blue=125, opacity=0
14608: red=159, green=142, blue=84, opacity=0
14609: red=198, green=180, blue=97, opacity=0
14610: red=53, green=70, blue=116, opacity=0
14611: red=18, green=52, blue=132, opacity=0
14612: red=19, green=54, blue=135, opacity=0
14613: red=16, green=54, blue=136, opacity=0
14614: red=16, green=54, blue=133, opacity=0
14615: red=21, green=54, blue=133, opacity=0
14616: red=21, green=54, blue=133, opacity=0
14617: red=19, green=54, blue=135, opacity=0
14618: red=21, green=54, blue=133, opacity=0
14619: red=21, green=54, blue=133, opacity=0
14620: red=36, green=56, blue=120, opacity=0
14621: red=16, green=54, blue=136, opacity=0
14622: red=18, green=56, blue=132, opacity=0
14623: red=21, green=55, blue=126, opacity=0
14624: red=21, green=54, blue=133, opacity=0
14625: red=27, green=57, blue=131, opacity=0
14626: red=18, green=52, blue=132, opacity=0
14627: red=48, green=61, blue=116, opacity=0
14628: red=21, green=55, blue=126, opacity=0
14629: red=21, green=53, blue=130, opacity=0
14630: red=18, green=54, blue=133, opacity=0
14631: red=21, green=54, blue=133, opacity=0
14632: red=18, green=54, blue=133, opacity=0
14633: red=122, green=140, blue=180, opacity=0
14634: red=255, green=255, blue=255, opacity=0
14635: red=250, green=253, blue=250, opacity=0
14636: red=255, green=255, blue=255, opacity=0
14637: red=255, green=255, blue=255, opacity=0
14638: red=255, green=255, blue=255, opacity=0
14639: red=255, green=255, blue=255, opacity=0
14640: red=255, green=255, blue=255, opacity=0
14641: red=255, green=255, blue=255, opacity=0
14642: red=255, green=253, blue=253, opacity=0
14643: red=255, green=255, blue=255, opacity=0
14644: red=255, green=255, blue=255, opacity=0
14645: red=255, green=255, blue=255, opacity=0
14646: red=255, green=255, blue=255, opacity=0
14647: red=255, green=255, blue=255, opacity=0
14648: red=255, green=255, blue=255, opacity=0
14649: red=255, green=255, blue=255, opacity=0
14650: red=255, green=255, blue=255, opacity=0
14651: red=254, green=251, blue=250, opacity=0
14652: red=255, green=255, blue=255, opacity=0
14653: red=253, green=253, blue=252, opacity=0
14654: red=255, green=255, blue=255, opacity=0
14655: red=249, green=247, blue=247, opacity=0
14656: red=79, green=93, blue=149, opacity=0
14657: red=18, green=45, blue=129, opacity=0
14658: red=21, green=55, blue=126, opacity=0
14659: red=21, green=53, blue=130, opacity=0
14660: red=18, green=54, blue=133, opacity=0
14661: red=21, green=54, blue=133, opacity=0
14662: red=81, green=92, blue=113, opacity=0
14663: red=107, green=112, blue=115, opacity=0
14664: red=117, green=112, blue=112, opacity=0
14665: red=128, green=127, blue=104, opacity=0
14666: red=102, green=103, blue=100, opacity=0
14667: red=68, green=75, blue=105, opacity=0
14668: red=13, green=51, blue=133, opacity=0
14669: red=16, green=49, blue=133, opacity=0
14670: red=18, green=54, blue=133, opacity=0
14671: red=21, green=54, blue=133, opacity=0
14672: red=19, green=54, blue=135, opacity=0
14673: red=18, green=56, blue=132, opacity=0
14674: red=21, green=54, blue=133, opacity=0
14675: red=21, green=54, blue=133, opacity=0
14676: red=21, green=54, blue=133, opacity=0
14677: red=21, green=53, blue=130, opacity=0
14678: red=16, green=54, blue=133, opacity=0
14679: red=18, green=56, blue=132, opacity=0
14680: red=117, green=112, blue=112, opacity=0
14681: red=113, green=108, blue=100, opacity=0
14682: red=21, green=49, blue=130, opacity=0
14683: red=16, green=54, blue=133, opacity=0
14684: red=21, green=54, blue=133, opacity=0
14685: red=16, green=54, blue=133, opacity=0
14686: red=21, green=54, blue=133, opacity=0
14687: red=74, green=102, blue=165, opacity=0
14688: red=57, green=81, blue=142, opacity=0
14689: red=57, green=81, blue=142, opacity=0
14690: red=84, green=107, blue=165, opacity=0
14691: red=89, green=114, blue=169, opacity=0
14692: red=89, green=114, blue=169, opacity=0
14693: red=77, green=112, blue=177, opacity=0
14694: red=29, green=67, blue=142, opacity=0
14695: red=89, green=114, blue=169, opacity=0
14696: red=163, green=171, blue=191, opacity=0
14697: red=96, green=116, blue=172, opacity=0
14698: red=152, green=173, blue=209, opacity=0
14699: red=187, green=202, blue=227, opacity=0
14700: red=108, green=130, blue=173, opacity=0
14701: red=67, green=85, blue=140, opacity=0
14702: red=16, green=49, blue=133, opacity=0
14703: red=19, green=52, blue=135, opacity=0
14704: red=50, green=77, blue=146, opacity=0
14705: red=40, green=67, blue=136, opacity=0
14706: red=57, green=90, blue=160, opacity=0
14707: red=66, green=93, blue=160, opacity=0
14708: red=13, green=49, blue=125, opacity=0
14709: red=20, green=50, blue=125, opacity=0
14710: red=21, green=53, blue=130, opacity=0
14711: red=26, green=53, blue=131, opacity=0
14712: red=16, green=54, blue=136, opacity=0
14713: red=21, green=54, blue=133, opacity=0
14714: red=33, green=63, blue=127, opacity=0
14715: red=139, green=156, blue=194, opacity=0
14716: red=110, green=127, blue=178, opacity=0
14717: red=27, green=57, blue=131, opacity=0
14718: red=18, green=56, blue=136, opacity=0
14719: red=16, green=52, blue=132, opacity=0
14720: red=21, green=55, blue=126, opacity=0
14721: red=27, green=57, blue=131, opacity=0
14722: red=77, green=112, blue=177, opacity=0
14723: red=50, green=77, blue=146, opacity=0
14724: red=21, green=53, blue=130, opacity=0
14725: red=19, green=52, blue=135, opacity=0
14726: red=16, green=54, blue=136, opacity=0
14727: red=19, green=52, blue=135, opacity=0
14728: red=21, green=55, blue=126, opacity=0
14729: red=133, green=154, blue=189, opacity=0
14730: red=244, green=250, blue=252, opacity=0
14731: red=255, green=255, blue=253, opacity=0
14732: red=138, green=151, blue=189, opacity=0
14733: red=148, green=169, blue=205, opacity=0
14734: red=201, green=214, blue=230, opacity=0
14735: red=113, green=133, blue=178, opacity=0
14736: red=95, green=128, blue=182, opacity=0
14737: red=226, green=230, blue=238, opacity=0
14738: red=170, green=179, blue=202, opacity=0
14739: red=164, green=172, blue=199, opacity=0
14740: red=255, green=255, blue=255, opacity=0
14741: red=255, green=255, blue=255, opacity=0
14742: red=255, green=255, blue=255, opacity=0
14743: red=255, green=255, blue=255, opacity=0
14744: red=255, green=255, blue=255, opacity=0
14745: red=255, green=255, blue=255, opacity=0
14746: red=255, green=253, blue=253, opacity=0
14747: red=255, green=255, blue=255, opacity=0
14748: red=255, green=255, blue=255, opacity=0
14749: red=138, green=151, blue=189, opacity=0
14750: red=29, green=67, blue=142, opacity=0
14751: red=21, green=54, blue=133, opacity=0
14752: red=79, green=79, blue=104, opacity=0
14753: red=202, green=179, blue=88, opacity=0
14754: red=81, green=92, blue=113, opacity=0
14755: red=16, green=49, blue=133, opacity=0
14756: red=16, green=54, blue=133, opacity=0
14757: red=16, green=54, blue=136, opacity=0
14758: red=16, green=54, blue=133, opacity=0
14759: red=24, green=52, blue=136, opacity=0
14760: red=18, green=56, blue=136, opacity=0
14761: red=21, green=55, blue=126, opacity=0
14762: red=17, green=49, blue=129, opacity=0
14763: red=18, green=54, blue=133, opacity=0
14764: red=21, green=49, blue=134, opacity=0
14765: red=16, green=54, blue=133, opacity=0
14766: red=18, green=54, blue=133, opacity=0
14767: red=16, green=54, blue=133, opacity=0
14768: red=18, green=56, blue=132, opacity=0
14769: red=19, green=45, blue=121, opacity=0
14770: red=21, green=54, blue=133, opacity=0
14771: red=21, green=53, blue=130, opacity=0
14772: red=16, green=54, blue=133, opacity=0
14773: red=18, green=56, blue=132, opacity=0
14774: red=16, green=54, blue=133, opacity=0
14775: red=19, green=54, blue=135, opacity=0
14776: red=19, green=54, blue=135, opacity=0
14777: red=18, green=54, blue=133, opacity=0
14778: red=214, green=218, blue=231, opacity=0
14779: red=255, green=255, blue=255, opacity=0
14780: red=255, green=255, blue=255, opacity=0
14781: red=255, green=255, blue=255, opacity=0
14782: red=255, green=255, blue=255, opacity=0
14783: red=255, green=255, blue=255, opacity=0
14784: red=255, green=255, blue=255, opacity=0
14785: red=255, green=253, blue=253, opacity=0
14786: red=255, green=255, blue=255, opacity=0
14787: red=255, green=255, blue=255, opacity=0
14788: red=255, green=255, blue=255, opacity=0
14789: red=255, green=255, blue=255, opacity=0
14790: red=255, green=255, blue=255, opacity=0
14791: red=255, green=255, blue=255, opacity=0
14792: red=255, green=255, blue=255, opacity=0
14793: red=255, green=255, blue=255, opacity=0
14794: red=254, green=251, blue=250, opacity=0
14795: red=255, green=255, blue=255, opacity=0
14796: red=253, green=253, blue=252, opacity=0
14797: red=255, green=255, blue=255, opacity=0
14798: red=255, green=255, blue=255, opacity=0
14799: red=255, green=255, blue=255, opacity=0
14800: red=255, green=255, blue=255, opacity=0
14801: red=178, green=184, blue=204, opacity=0
14802: red=13, green=49, blue=125, opacity=0
14803: red=21, green=54, blue=133, opacity=0
14804: red=26, green=53, blue=131, opacity=0
14805: red=18, green=56, blue=132, opacity=0
14806: red=16, green=54, blue=136, opacity=0
14807: red=16, green=54, blue=133, opacity=0
14808: red=45, green=65, blue=112, opacity=0
14809: red=53, green=70, blue=116, opacity=0
14810: red=41, green=59, blue=111, opacity=0
14811: red=28, green=56, blue=125, opacity=0
14812: red=19, green=52, blue=135, opacity=0
14813: red=21, green=53, blue=130, opacity=0
14814: red=26, green=53, blue=131, opacity=0
14815: red=19, green=54, blue=135, opacity=0
14816: red=16, green=52, blue=132, opacity=0
14817: red=21, green=54, blue=133, opacity=0
14818: red=21, green=53, blue=130, opacity=0
14819: red=16, green=54, blue=133, opacity=0
14820: red=18, green=56, blue=132, opacity=0
14821: red=16, green=54, blue=133, opacity=0
14822: red=19, green=54, blue=135, opacity=0
14823: red=19, green=54, blue=135, opacity=0
14824: red=18, green=54, blue=133, opacity=0
14825: red=45, green=65, blue=112, opacity=0
14826: red=167, green=151, blue=86, opacity=0
14827: red=85, green=90, blue=103, opacity=0
14828: red=21, green=49, blue=130, opacity=0
14829: red=16, green=54, blue=133, opacity=0
14830: red=21, green=54, blue=133, opacity=0
14831: red=16, green=54, blue=133, opacity=0
14832: red=40, green=73, blue=146, opacity=0
14833: red=29, green=67, blue=142, opacity=0
14834: red=21, green=55, blue=126, opacity=0
14835: red=51, green=72, blue=137, opacity=0
14836: red=156, green=167, blue=206, opacity=0
14837: red=181, green=189, blue=213, opacity=0
14838: red=164, green=179, blue=210, opacity=0
14839: red=96, green=116, blue=172, opacity=0
14840: red=84, green=103, blue=155, opacity=0
14841: red=163, green=171, blue=191, opacity=0
14842: red=97, green=122, blue=172, opacity=0
14843: red=152, green=173, blue=209, opacity=0
14844: red=187, green=202, blue=227, opacity=0
14845: red=113, green=133, blue=178, opacity=0
14846: red=46, green=79, blue=141, opacity=0
14847: red=21, green=54, blue=133, opacity=0
14848: red=21, green=53, blue=130, opacity=0
14849: red=42, green=65, blue=120, opacity=0
14850: red=27, green=57, blue=131, opacity=0
14851: red=73, green=97, blue=156, opacity=0
14852: red=105, green=124, blue=172, opacity=0
14853: red=51, green=72, blue=137, opacity=0
14854: red=51, green=72, blue=137, opacity=0
14855: red=51, green=72, blue=137, opacity=0
14856: red=51, green=72, blue=137, opacity=0
14857: red=51, green=72, blue=137, opacity=0
14858: red=35, green=61, blue=132, opacity=0
14859: red=21, green=55, blue=126, opacity=0
14860: red=105, green=131, blue=182, opacity=0
14861: red=89, green=114, blue=169, opacity=0
14862: red=50, green=77, blue=146, opacity=0
14863: red=56, green=84, blue=152, opacity=0
14864: red=40, green=73, blue=146, opacity=0
14865: red=50, green=77, blue=146, opacity=0
14866: red=56, green=84, blue=152, opacity=0
14867: red=74, green=102, blue=165, opacity=0
14868: red=77, green=112, blue=177, opacity=0
14869: red=79, green=109, blue=173, opacity=0
14870: red=74, green=102, blue=165, opacity=0
14871: red=89, green=114, blue=169, opacity=0
14872: red=95, green=128, blue=182, opacity=0
14873: red=79, green=109, blue=173, opacity=0
14874: red=90, green=120, blue=180, opacity=0
14875: red=184, green=192, blue=207, opacity=0
14876: red=213, green=223, blue=237, opacity=0
14877: red=132, green=146, blue=181, opacity=0
14878: red=164, green=179, blue=210, opacity=0
14879: red=203, green=219, blue=237, opacity=0
14880: red=97, green=122, blue=172, opacity=0
14881: red=105, green=131, blue=182, opacity=0
14882: red=213, green=223, blue=237, opacity=0
14883: red=157, green=170, blue=196, opacity=0
14884: red=78, green=98, blue=146, opacity=0
14885: red=122, green=140, blue=180, opacity=0
14886: red=122, green=140, blue=180, opacity=0
14887: red=122, green=140, blue=180, opacity=0
14888: red=103, green=119, blue=171, opacity=0
14889: red=110, green=127, blue=178, opacity=0
14890: red=110, green=127, blue=178, opacity=0
14891: red=110, green=127, blue=178, opacity=0
14892: red=120, green=136, blue=186, opacity=0
14893: red=110, green=127, blue=178, opacity=0
14894: red=73, green=97, blue=156, opacity=0
14895: red=29, green=67, blue=142, opacity=0
14896: red=45, green=65, blue=112, opacity=0
14897: red=184, green=164, blue=80, opacity=0
14898: red=128, green=127, blue=104, opacity=0
14899: red=21, green=49, blue=130, opacity=0
14900: red=16, green=54, blue=133, opacity=0
14901: red=21, green=54, blue=133, opacity=0
14902: red=16, green=54, blue=133, opacity=0
14903: red=26, green=51, blue=124, opacity=0
14904: red=63, green=74, blue=113, opacity=0
14905: red=76, green=84, blue=107, opacity=0
14906: red=33, green=63, blue=127, opacity=0
14907: red=19, green=54, blue=135, opacity=0
14908: red=21, green=54, blue=133, opacity=0
14909: red=21, green=53, blue=130, opacity=0
14910: red=16, green=54, blue=133, opacity=0
14911: red=18, green=56, blue=132, opacity=0
14912: red=16, green=54, blue=133, opacity=0
14913: red=19, green=54, blue=135, opacity=0
14914: red=19, green=54, blue=135, opacity=0
14915: red=18, green=54, blue=133, opacity=0
14916: red=21, green=54, blue=133, opacity=0
14917: red=21, green=54, blue=133, opacity=0
14918: red=21, green=53, blue=130, opacity=0
14919: red=16, green=54, blue=133, opacity=0
14920: red=18, green=56, blue=132, opacity=0
14921: red=16, green=54, blue=133, opacity=0
14922: red=120, green=134, blue=170, opacity=0
14923: red=255, green=255, blue=255, opacity=0
14924: red=250, green=253, blue=254, opacity=0
14925: red=255, green=255, blue=255, opacity=0
14926: red=255, green=255, blue=255, opacity=0
14927: red=255, green=255, blue=255, opacity=0
14928: red=255, green=255, blue=255, opacity=0
14929: red=255, green=255, blue=255, opacity=0
14930: red=255, green=255, blue=255, opacity=0
14931: red=255, green=253, blue=253, opacity=0
14932: red=255, green=255, blue=255, opacity=0
14933: red=255, green=255, blue=255, opacity=0
14934: red=255, green=255, blue=255, opacity=0
14935: red=255, green=255, blue=255, opacity=0
14936: red=255, green=255, blue=255, opacity=0
14937: red=255, green=255, blue=255, opacity=0
14938: red=255, green=255, blue=255, opacity=0
14939: red=255, green=255, blue=255, opacity=0
14940: red=254, green=251, blue=250, opacity=0
14941: red=255, green=255, blue=255, opacity=0
14942: red=253, green=253, blue=252, opacity=0
14943: red=255, green=255, blue=255, opacity=0
14944: red=255, green=255, blue=255, opacity=0
14945: red=255, green=255, blue=255, opacity=0
14946: red=255, green=255, blue=255, opacity=0
14947: red=79, green=93, blue=149, opacity=0
14948: red=18, green=45, blue=129, opacity=0
14949: red=26, green=53, blue=131, opacity=0
14950: red=19, green=52, blue=135, opacity=0
14951: red=11, green=46, blue=130, opacity=0
14952: red=26, green=53, blue=131, opacity=0
14953: red=16, green=52, blue=132, opacity=0
14954: red=15, green=52, blue=136, opacity=0
14955: red=18, green=56, blue=132, opacity=0
14956: red=26, green=53, blue=131, opacity=0
14957: red=19, green=52, blue=135, opacity=0
14958: red=11, green=46, blue=130, opacity=0
14959: red=26, green=53, blue=131, opacity=0
14960: red=16, green=52, blue=132, opacity=0
14961: red=15, green=52, blue=136, opacity=0
14962: red=26, green=53, blue=131, opacity=0
14963: red=19, green=52, blue=135, opacity=0
14964: red=41, green=59, blue=111, opacity=0
14965: red=26, green=51, blue=124, opacity=0
14966: red=18, green=52, blue=132, opacity=0
14967: red=16, green=54, blue=133, opacity=0
14968: red=21, green=54, blue=133, opacity=0
14969: red=21, green=53, blue=130, opacity=0
14970: red=16, green=54, blue=133, opacity=0
14971: red=92, green=97, blue=107, opacity=0
14972: red=177, green=158, blue=85, opacity=0
14973: red=85, green=90, blue=103, opacity=0
14974: red=90, green=120, blue=180, opacity=0
14975: red=96, green=116, blue=172, opacity=0
14976: red=40, green=73, blue=146, opacity=0
14977: red=57, green=81, blue=142, opacity=0
14978: red=79, green=93, blue=149, opacity=0
14979: red=18, green=45, blue=129, opacity=0
14980: red=40, green=67, blue=136, opacity=0
14981: red=164, green=172, blue=199, opacity=0
14982: red=202, green=209, blue=222, opacity=0
14983: red=255, green=255, blue=255, opacity=0
14984: red=141, green=154, blue=182, opacity=0
14985: red=67, green=90, blue=151, opacity=0
14986: red=162, green=174, blue=208, opacity=0
14987: red=97, green=122, blue=172, opacity=0
14988: red=146, green=164, blue=203, opacity=0
14989: red=170, green=181, blue=210, opacity=0
14990: red=106, green=136, blue=191, opacity=0
14991: red=57, green=90, blue=160, opacity=0
14992: red=40, green=73, blue=146, opacity=0
14993: red=66, green=93, blue=160, opacity=0
14994: red=74, green=102, blue=165, opacity=0
14995: red=57, green=81, blue=142, opacity=0
14996: red=84, green=107, blue=165, opacity=0
14997: red=105, green=131, blue=182, opacity=0
14998: red=89, green=114, blue=169, opacity=0
14999: red=95, green=128, blue=182, opacity=0
15000: red=113, green=133, blue=178, opacity=0
15001: red=89, green=114, blue=169, opacity=0
15002: red=90, green=110, blue=160, opacity=0
15003: red=99, green=114, blue=162, opacity=0
15004: red=84, green=103, blue=155, opacity=0
15005: red=90, green=110, blue=160, opacity=0
15006: red=99, green=114, blue=162, opacity=0
15007: red=108, green=130, blue=173, opacity=0
15008: red=121, green=142, blue=187, opacity=0
15009: red=138, green=150, blue=181, opacity=0
15010: red=148, green=158, blue=187, opacity=0
15011: red=155, green=165, blue=194, opacity=0
15012: red=155, green=165, blue=194, opacity=0
15013: red=170, green=179, blue=202, opacity=0
15014: red=186, green=196, blue=217, opacity=0
15015: red=209, green=211, blue=225, opacity=0
15016: red=219, green=227, blue=237, opacity=0
15017: red=230, green=236, blue=243, opacity=0
15018: red=198, green=206, blue=226, opacity=0
15019: red=164, green=172, blue=199, opacity=0
15020: red=129, green=140, blue=172, opacity=0
15021: red=108, green=130, blue=173, opacity=0
15022: red=67, green=85, blue=140, opacity=0
15023: red=74, green=102, blue=165, opacity=0
15024: red=77, green=112, blue=177, opacity=0
15025: red=47, green=81, blue=151, opacity=0
15026: red=47, green=81, blue=151, opacity=0
15027: red=79, green=109, blue=173, opacity=0
15028: red=73, green=97, blue=156, opacity=0
15029: red=96, green=116, blue=172, opacity=0
15030: red=163, green=171, blue=191, opacity=0
15031: red=122, green=140, blue=180, opacity=0
15032: red=126, green=155, blue=205, opacity=0
15033: red=157, green=170, blue=196, opacity=0
15034: red=162, green=174, blue=208, opacity=0
15035: red=171, green=186, blue=211, opacity=0
15036: red=181, green=189, blue=213, opacity=0
15037: red=187, green=202, blue=227, opacity=0
15038: red=202, green=209, blue=222, opacity=0
15039: red=148, green=169, blue=205, opacity=0
15040: red=53, green=70, blue=116, opacity=0
15041: red=166, green=154, blue=100, opacity=0
15042: red=202, green=179, blue=88, opacity=0
15043: red=40, green=67, blue=136, opacity=0
15044: red=17, green=53, blue=128, opacity=0
15045: red=27, green=57, blue=131, opacity=0
15046: red=19, green=48, blue=119, opacity=0
15047: red=18, green=56, blue=132, opacity=0
15048: red=57, green=71, blue=108, opacity=0
15049: red=143, green=137, blue=101, opacity=0
15050: red=121, green=120, blue=111, opacity=0
15051: red=48, green=61, blue=116, opacity=0
15052: red=16, green=54, blue=133, opacity=0
15053: red=21, green=54, blue=133, opacity=0
15054: red=21, green=54, blue=133, opacity=0
15055: red=19, green=54, blue=135, opacity=0
15056: red=21, green=54, blue=133, opacity=0
15057: red=21, green=54, blue=133, opacity=0
15058: red=36, green=56, blue=120, opacity=0
15059: red=16, green=54, blue=136, opacity=0
15060: red=18, green=56, blue=132, opacity=0
15061: red=18, green=56, blue=132, opacity=0
15062: red=21, green=55, blue=126, opacity=0
15063: red=21, green=54, blue=133, opacity=0
15064: red=27, green=57, blue=131, opacity=0
15065: red=18, green=52, blue=132, opacity=0
15066: red=48, green=61, blue=116, opacity=0
15067: red=214, green=218, blue=231, opacity=0
15068: red=255, green=255, blue=255, opacity=0
15069: red=252, green=251, blue=253, opacity=0
15070: red=255, green=255, blue=255, opacity=0
15071: red=255, green=255, blue=255, opacity=0
15072: red=255, green=255, blue=255, opacity=0
15073: red=255, green=255, blue=255, opacity=0
15074: red=255, green=255, blue=255, opacity=0
15075: red=255, green=255, blue=255, opacity=0
15076: red=255, green=253, blue=253, opacity=0
15077: red=255, green=255, blue=255, opacity=0
15078: red=255, green=255, blue=255, opacity=0
15079: red=255, green=255, blue=255, opacity=0
15080: red=255, green=255, blue=255, opacity=0
15081: red=255, green=255, blue=255, opacity=0
15082: red=255, green=255, blue=255, opacity=0
15083: red=255, green=255, blue=255, opacity=0
15084: red=255, green=255, blue=255, opacity=0
15085: red=254, green=251, blue=250, opacity=0
15086: red=255, green=255, blue=255, opacity=0
15087: red=253, green=253, blue=252, opacity=0
15088: red=255, green=255, blue=255, opacity=0
15089: red=255, green=255, blue=255, opacity=0
15090: red=255, green=255, blue=253, opacity=0
15091: red=252, green=251, blue=253, opacity=0
15092: red=181, green=189, blue=213, opacity=0
15093: red=26, green=51, blue=124, opacity=0
15094: red=15, green=52, blue=136, opacity=0
15095: red=18, green=56, blue=132, opacity=0
15096: red=26, green=53, blue=131, opacity=0
15097: red=18, green=54, blue=133, opacity=0
15098: red=21, green=49, blue=134, opacity=0
15099: red=16, green=54, blue=133, opacity=0
15100: red=18, green=54, blue=133, opacity=0
15101: red=16, green=54, blue=133, opacity=0
15102: red=18, green=56, blue=132, opacity=0
15103: red=19, green=45, blue=121, opacity=0
15104: red=21, green=54, blue=133, opacity=0
15105: red=19, green=54, blue=135, opacity=0
15106: red=16, green=54, blue=136, opacity=0
15107: red=19, green=54, blue=135, opacity=0
15108: red=18, green=54, blue=133, opacity=0
15109: red=52, green=62, blue=110, opacity=0
15110: red=102, green=103, blue=100, opacity=0
15111: red=36, green=56, blue=120, opacity=0
15112: red=19, green=54, blue=135, opacity=0
15113: red=18, green=56, blue=136, opacity=0
15114: red=19, green=54, blue=135, opacity=0
15115: red=17, green=53, blue=128, opacity=0
15116: red=18, green=56, blue=132, opacity=0
15117: red=113, green=108, blue=100, opacity=0
15118: red=177, green=158, blue=85, opacity=0
15119: red=85, green=90, blue=103, opacity=0
15120: red=65, green=81, blue=146, opacity=0
15121: red=96, green=116, blue=172, opacity=0
15122: red=167, green=189, blue=224, opacity=0
15123: red=201, green=214, blue=230, opacity=0
15124: red=113, green=133, blue=178, opacity=0
